Participant,Corpus,Condition,Trail,Target_Sentence,ASR_Sentence
Participant07,Corpus1,C1,1,"""Hey Google, read a bedtime story.""",Read
Participant07,Corpus1,C1,2,"""Hey Google, did the Liverpool win yesterday?""",hey Google when's Saturday
Participant07,Corpus1,C1,3,"""Hey Google, redi-al.""",hey Google
Participant07,Corpus1,C1,4,"""Hey Google, call the nearest coffee shop.""",hey Google call nearest coffee shop
Participant07,Corpus1,C1,5,"""Hey Google, stop the music.""",hey Google stop the music
Participant07,Corpus1,C1,6,"""Hey Google, broadcast 'wake everybody up'.""",hey Google broadcast wake everybody app
Participant07,Corpus1,C1,7,"""Hey Google, dim the living room lights.""",hey Google turn the living room light
Participant07,Corpus1,C1,8,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast in is red
Participant07,Corpus1,C1,9,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bathroom light
Participant07,Corpus1,C1,10,"""Hey Google, broadcast 'time to leave for school'.""",hey Google broadcast time to leave for school
Participant07,Corpus1,C1,11,"""Hey Google, stop.""",hey Google stop
Participant07,Corpus1,C1,12,"""Hey Google, play music on all the downstairs speakers.""",hey Google play music on all the downstairs speaker
Participant07,Corpus1,C1,13,"""Hey Google, play some hip hop.""",Google play some hip hop
Participant07,Corpus1,C1,14,"""Hey Google, snooze the alarm.""",hey Google snooze alarm
Participant07,Corpus1,C1,15,"""Hey Google, what does an elephant sound like?""",Google what does an elephant sound like
Participant07,Corpus1,C1,16,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",Hey Google remember that I left the spare keys in the kitchen purple
Participant07,Corpus1,C1,17,"""Hey Google, play Batman on TV.""",hey Google play Fat Man on TV
Participant07,Corpus1,C1,18,"""Hey Google, what is the French word for grapefruit?""",hey Google what is the French word for grapefruit
Participant07,Corpus1,C1,19,"""Hey Google, help.""",hey Google
Participant07,Corpus1,C1,20,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week
Participant07,Corpus2,D1,1,"""Hey Google, what does an elephant sound like?""",hey Google what does an elephant sound like
Participant07,Corpus2,D1,2,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",OK Google remind me at 8 a.m. tomorrow to take my lunch
Participant07,Corpus2,D1,3,"""Hey Google, play some music from Spotify.""",hey Google play some music
Participant07,Corpus2,D1,4,"""Hey Google, play Money by LISA from Spotify.""",hey Google play Maddie by kneesocks on Spotify
Participant07,Corpus2,D1,5,"""Hey Google, flip a coin.""",OK Google
Participant07,Corpus2,D1,6,"""Hey Google, read Women and Power.""",hey Google link Impala
Participant07,Corpus2,D1,7,"""Hey Google, move my music to the bedroom""",OK Google move my music
Participant07,Corpus2,D1,8,"""Hey Google, read a bedtime story.""",hey Google link up a time story
Participant07,Corpus2,D1,9,"""Hey Google, Open Spotify.""",hey Google open Spotify
Participant07,Corpus2,D1,10,"""Hey Google, raise the temperature three degrees.""",hey Google list the table cell creepy games
Participant07,Corpus2,D1,11,"""Hey Google, hang up.""",color Google
Participant07,Corpus2,D1,12,"""Hey Google, broadcast 'time to leave for school'.""",hey Google
Participant07,Corpus2,D1,13,"""Hey Google, brighten the office lamp.""",hey Google
Participant07,Corpus2,D1,14,"""Hey Google, what is today's headlines?""",Ok Google what is today's act like
Participant07,Corpus2,D1,15,"""Hey Google, turn on the Bedroom Light.""",OK Google
Participant07,Corpus2,D1,16,"""Hey Google, where did I put the spare keys?""",hey Google what did I Put a Spell on case
Participant07,Corpus2,D1,17,"""Hey Google, redial.""",Kohl's coupon
Participant07,Corpus2,D1,18,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurants around here
Participant07,Corpus2,D1,19,"""Hey Google, call my phone.""",hey Google call my phone
Participant07,Corpus2,D1,20,"""Hey Google, do I have anything scheduled for Friday?""",Kroger's on Black Friday
Participant07,Corpus3,B1,1,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",hey Google set thermostat to
Participant07,Corpus3,B1,2,"""Hey Google, broadcast 'dinner is ready'.""",Hey Google broadcast
Participant07,Corpus3,B1,3,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",OK Google set an alarm for 7:45 a.m. tomorrow morning
Participant07,Corpus3,B1,4,"""Hey Google, delete my reminder to pick up my dry cleaning.""",hey Google delete my reminder to pick up my dry cleaning
Participant07,Corpus3,B1,5,"""Hey Google, skip to the next chapter.""",OK Google skip to the next chapter
Participant07,Corpus3,B1,6,"""Hey Google, did the Liverpool win yesterday?""",OK Google on the Liverpool win yesterday
Participant07,Corpus3,B1,7,"""Hey Google, when is it going to rain?""",hey Google is it going to rain
Participant07,Corpus3,B1,8,"""Hey Google, sing a song.""",go Google
Participant07,Corpus3,B1,9,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurants around here
Participant07,Corpus3,B1,10,"""Hey Google, start the school day""",go Google start school
Participant07,Corpus3,B1,11,"""Hey Google, hang up.""",Cocovan
Participant07,Corpus3,B1,12,"""Hey Google, help.""",OK Google
Participant07,Corpus3,B1,13,"""Hey Google, broadcast 'wake everybody up'.""",OK Google
Participant07,Corpus3,B1,14,"""Hey Google, How do you solve this problem?""",OK Google how do you solve this problem
Participant07,Corpus3,B1,15,"""Hey Google, raise the temperature three degrees.""",OK Google
Participant07,Corpus3,B1,16,"""Hey Google, stop the music.""",hey Google stop the music
Participant07,Corpus3,B1,17,"""Hey Google, read a bedtime story.""",OK Google link up a time story
Participant07,Corpus3,B1,18,"""Hey Google, add apples to my shopping list.""",OK Google apply to my shopping list
Participant07,Corpus3,B1,19,"""Hey Google, what does an elephant sound like?""",hey Google what does an elephant sound like
Participant07,Corpus3,B1,20,"""Hey Google, broadcast 'the football is about to start.""",Hey Google broadcast the football is about to start
Participant07,Corpus4,A1,1,"""Hey Google, stop the music.""",hey Google stop the music
Participant07,Corpus4,A1,2,"""Hey Google, how many calories are in a Banana?""",hey Google how many calories are in a banana
Participant07,Corpus4,A1,3,"""Hey Google, play some music.""",hey Google play some music
Participant07,Corpus4,A1,4,"""Hey Google, flip a coin.""",hey Google flip a coin
Participant07,Corpus4,A1,5,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week
Participant07,Corpus4,A1,6,"""Hey Google, what's the temperature right now?""",hey Google what's the temperature right now
Participant07,Corpus4,A1,7,"""Hey Google, show me the backdoor camera.""",hey Google show me the back door camera
Participant07,Corpus4,A1,8,"""Hey Google, set alarm for 8 AM tomorrow.""",hey Google set alarm for 8 a.m. tomorrow
Participant07,Corpus4,A1,9,"""Hey Google, when is it going to rain?""",hey Google what is the it going to rain
Participant07,Corpus4,A1,10,"""Hey Google, turn the living room lights to blue""",hey Google turn the living room lights to Blue
Participant07,Corpus4,A1,11,"""Hey Google, snooze the alarm.""",hey Google snooze the alarm
Participant07,Corpus4,A1,12,"""Hey Google, broadcast 'time to leave for school'.""",hey Google broadcast time to leave for school
Participant07,Corpus4,A1,13,"""Hey Google, stop.""",hey Google stop
Participant07,Corpus4,A1,14,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",hey Google remind me at 8 a.m. tomorrow to take my lunch into walk
Participant07,Corpus4,A1,15,"""Hey Google, play some music from Spotify.""",hey Google play some music for Spotify
Participant07,Corpus4,A1,16,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list
Participant07,Corpus4,A1,17,"""Hey Google, read Women and Power.""",hey Google read women have power
Participant07,Corpus4,A1,18,"""Hey Google, when is Walmart open until?""",hey Google what is Walmart open until
Participant07,Corpus4,A1,19,"""Hey Google, turn up the sound.""",hey Google turn up the song
Participant07,Corpus4,A1,20,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""","Hey Google, set the alarm for seven 5:15"
Participant07,Corpus5,B2,1,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""","hey Google, set the alarm for seven 5:15 tomorrow morning"
Participant07,Corpus5,B2,2,"""Hey Google, broadcast 'the football is about to start.""",hey Google broadcast the football is about to start
Participant07,Corpus5,B2,3,"""Hey Google, flip a coin.""",hey Google
Participant07,Corpus5,B2,4,"""Hey Google, spell artificial intelligence.""",hey Google spell artificial intelligence
Participant07,Corpus5,B2,5,"""Hey Google, how do you make ketchup?""",hey Google how do you make caps app
Participant07,Corpus5,B2,6,"""Hey Google, play some music from Spotify.""",OK Google play some music from Spotify
Participant07,Corpus5,B2,7,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week
Participant07,Corpus5,B2,8,"""Hey Google, stop the music in 15 (fifth-teen) minutes.""",OK Google stop the music in 15 minutes
Participant07,Corpus5,B2,9,"""Hey Google, brighten the office lamp.""",hey Google like a rocket fly
Participant07,Corpus5,B2,10,"""Hey Google, what does an elephant sound like?""",hey Google what does a alligator sound like
Participant07,Corpus5,B2,11,"""Hey Google, lock the front door.""",Hey Google lock
Participant07,Corpus5,B2,12,"""Hey Google, read Women and Power.""",-
Participant07,Corpus5,B2,13,"""Hey Google, turn the living room lights to blue""",-
Participant07,Corpus5,B2,14,"""Hey Google, call my phone.""",Hey Google call my phone
Participant07,Corpus5,B2,15,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",hey Google.
Participant07,Corpus5,B2,16,"""Hey Google, play my Evening Jazz playlist.""",Hey Google play my playlist
Participant07,Corpus5,B2,17,"""Hey Google, did the Liverpool win yesterday?""",her groove on the Liverpool
Participant07,Corpus5,B2,18,"""Hey Google, sing a song.""",hey Google sing a song
Participant07,Corpus5,B2,19,"""Hey Google, call the nearest coffee shop.""",go Google call Kalia best coffee shop
Participant07,Corpus5,B2,20,"""Hey Google, pause the music.""","OK Google, Music"
Participant07,Corpus6,C2,1,"""Hey Google, open the blinds.""",OK Google
Participant07,Corpus6,C2,2,"""Hey Google, play some music from Spotify.""",hey Google play some music from Spotify
Participant07,Corpus6,C2,3,"""Hey Google, add apples to my shopping list.""",hey Google add eggs to my shopping list
Participant07,Corpus6,C2,4,"""Hey Google, what does my day look like?""",hey Google what does my day look like
Participant07,Corpus6,C2,5,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""","Hey Google, spell 7.15"
Participant07,Corpus6,C2,6,"""Hey Google, where is my first event tomorrow?""",hey Google where is my car in Grand Theft Auto
Participant07,Corpus6,C2,7,"""Hey Google, play Money by LISA from Spotify.""",hey Google play 90s by this author Spotify
Participant07,Corpus6,C2,8,"""Hey Google, set a timer for 10 (Ten) minutes.""",hey Google start a timer for 10 minutes
Participant07,Corpus6,C2,9,"""Hey Google, call the nearest coffee shop.""",OK Google call Liliana office.
Participant07,Corpus6,C2,10,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",Hey Google stop the timer alarm clock 7.5 set alarm 5:15 tomorrow morning
Participant07,Corpus6,C2,11,"""Hey Google, set alarm for 8 AM tomorrow.""",OK Google. Set alarm for 8 a.m. tomorrow
Participant07,Corpus6,C2,12,"""Hey Google, stop the music.""",hey Google stop the music
Participant07,Corpus6,C2,13,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week
Participant07,Corpus6,C2,14,"""Hey Google, snooze the alarm.""",OK Google the alarm
Participant07,Corpus6,C2,15,"""Hey Google, what is the time?""",OK Google what is the time
Participant07,Corpus6,C2,16,"""Hey Google, pause the music.""",hey Google pause the music
Participant07,Corpus6,C2,17,"""Hey Google, call My mom.""",OK Google call my mom
Participant07,Corpus6,C2,18,"""Hey Google, what is the traffic like on the way to work?""",hey Google what does the traffic on the way to Black like that
Participant07,Corpus6,C2,19,"""Hey Google, play my Evening Jazz playlist.""",hey Google play my favorite music
Participant07,Corpus6,C2,20,"""Hey Google, is my phone connected over Bluetooth?""",OK Google is my phone going to text over Bluetooth
Participant07,Corpus7,A2,1,"""Hey Google, play some hip hop.""",Hey Google play some hip hop
Participant07,Corpus7,A2,2,"""Hey Google, skip this track.""",hey Google skip this track
Participant07,Corpus7,A2,3,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bathroom light
Participant07,Corpus7,A2,4,"""Hey Google, read Women and Power.""",hey Google redo women and Power
Participant07,Corpus7,A2,5,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop
Participant07,Corpus7,A2,6,"""Hey Google, How do you solve this problem?""",hey Google how do you solve this problem
Participant07,Corpus7,A2,7,"""Hey Google, how much time is left on this chapter?""",hey Google how much time is left on this table chapter
Participant07,Corpus7,A2,8,"""Hey Google, Bluetooth pairing.""",hey Google Bluetooth pairing
Participant07,Corpus7,A2,9,"""Hey Google, flip a coin.""",hey Google flip a coin
Participant07,Corpus7,A2,10,"""Hey Google, set a second timer for 30 (Thir-ty) minutes.""",hey Google set a second timer for 30 minutes
Participant07,Corpus7,A2,11,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",hey Google set the timer start to 26
Participant07,Corpus7,A2,12,"""Hey Google, what is the time?""",hey Google what is the time
Participant07,Corpus7,A2,13,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",hey Google remember that I left the spare keys in the kitchen
Participant07,Corpus7,A2,14,"""Hey Google, when is Walmart open until?""",hey Google when is Walmart open until
